"state","2020-07-15","2020-07-22","2020-07-29","2020-08-05","2020-08-12","2020-08-19","2020-08-26","2020-09-02","2020-09-09","2020-09-16","2020-09-23","2020-09-30","2020-10-07","2020-10-14","2020-10-21","2020-10-28","2020-11-04","2020-11-11","2020-11-18","2020-11-25","2020-12-02","2020-12-09","2020-12-16","2020-12-23","2020-12-30","2021-01-06","2021-01-13","2021-01-20","2021-01-27","2021-02-03","2021-02-10","2021-02-17","2021-02-24","2021-03-03","2021-03-10","2021-03-17","2021-03-24","2021-03-31","2021-04-07","2021-04-14","2021-04-21","2021-04-28","2021-05-05","2021-05-12","2021-05-19","2021-05-26","2021-06-02","2021-06-09","2021-06-16","2021-06-23","2021-06-30","2021-07-07","2021-07-14","2021-07-21","2021-07-28","2021-08-04","2021-08-11","2021-08-18","2021-08-25","2021-09-01","2021-09-08","2021-09-15","2021-09-22","2021-09-29","2021-10-06","2021-10-13","2021-10-20","2021-10-27","2021-11-03","2021-11-10","2021-11-17","2021-11-24","2021-12-01","2021-12-08","2021-12-15","2021-12-22","2021-12-29","2022-01-05","2022-01-12","2022-01-19","2022-01-26","2022-02-02","2022-02-09","2022-02-16","2022-02-23","2022-03-02","2022-03-09","2022-03-16","2022-03-23","2022-03-30","2022-04-06","2022-04-13","2022-04-20","2022-04-27","2022-05-04","2022-05-11","2022-05-18","2022-05-25","2022-06-01","2022-06-08","2022-06-15","2022-06-22","2022-06-29","2022-07-06","2022-07-13","2022-07-20","2022-07-27","2022-08-03","2022-08-10","2022-08-17","2022-08-24","2022-08-31","2022-09-07","2022-09-14","2022-09-21","2022-09-28","2022-10-05","2022-10-12","2022-10-19","2022-10-26","2022-11-02","2022-11-09","2022-11-16","2022-11-23","2022-11-30","2022-12-07","2022-12-14","2022-12-21","2022-12-28"
"MN",8992.14576028011,9895.3451566606,10628.0538007074,11124.4537452605,11452.9637928059,11653.3080557325,11453.4035384405,11346.7864153691,11971.0687101274,14006.3082296935,16836.7562886856,19421.8952167134,21811.086534669,25723.4054265248,33608.1834108408,48598.8666504245,71306.7853108999,93687.0456304778,101085.909124712,90723.9381212754,71563.5704226004,53438.2018050162,41599.3269310707,35937.8907002907,33213.8288633337,30065.5262123769,25329.2481607006,20507.1908802322,16998.2202615905,14732.8978874724,13334.3134542302,12600.4670406961,12709.7228667641,14057.0938602179,16504.9999149009,20082.5865553262,25590.5900376909,32411.7094017986,37190.5448494921,37548.9872182447,33656.9530121079,28701.9238513227,23257.5320446718,17821.1912635897,12688.2728838337,8449.06159759685,5650.9111698114,4031.89026714302,3222.30198772122,2938.88573694442,3125.74018529114,3888.32559788524,5538.47326851845,8310.28642355304,12557.1754221166,18020.9268032094,23795.793541471,28434.8401478276,31272.5556917576,33825.2043668559,37642.3272141641,43438.8079255286,50844.2661334242,56763.8969327856,58702.2506313416,56957.590959432,57170.8059234057,64995.1947251955,81913.023513303,100502.553345742,111363.807459629,102343.643221237,112446.428257746,104127.232503726,94138.7546172406,97881.0523303916,127843.680224923,191331.292088965,277666.515147779,330778.324176741,296567.809163136,207656.247745453,125479.05888764,75185.1744185,49923.3439564223,36717.7166327343,29712.5386376102,25402.8412982218,22866.614063395,22448.7705907618,25242.6662876514,32571.0314465882,45511.7783243853,63337.3287726898,81182.4462513493,91531.7447355964,90914.5835376089,86005.0446514821,82499.9059516544,79933.9757534108,74846.5052010253,70639.2737662568,71283.1225086089,77098.0420512313,84501.9489991478,89945.5495163497,95507.4367518505,102705.538161115,108266.663094168,107015.936818371,98571.7957933161,89205.1819047739,83258.4789377116,82069.0740498057,82873.0223366249,82703.7854586769,83913.1971199667,86667.7970519963,90229.8659520237,91830.5479259883,93450.8597122722,97044.6543784784,105681.434109902,115254.305181092,121066.339127835,123860.676434146,127786.762611202,132478.273963458,125127.149860038
"MS",27464.0382360074,29882.1277666645,30193.9963762328,28451.6093053974,25504.3115248292,21983.5305080667,18719.4539214558,16067.3951413723,14342.8974717531,13619.4846762062,14036.0578668405,15312.9833223291,16769.465148933,17585.6024310871,17999.5143234732,18850.833942152,20848.9213577486,24599.8011465095,29882.7745602866,35330.1271645317,39928.5712897839,43491.5789365794,46744.0965192283,49198.6699867124,49405.8197623475,46477.2088941267,40901.0670156936,34305.3448932241,27943.3066223144,22217.4978941009,17949.5576282917,14719.2057828415,12488.0342978346,10649.8177754208,8963.2110180932,7396.99364566931,6366.69423332933,5840.53946618572,5813.78540659533,6046.17745655318,6394.47151774736,6521.830853786,6514.35088618822,6380.23853633974,6285.02372484445,6207.02514351078,6134.23851956345,5985.14565885212,5913.41312062733,6163.98805515666,7350.88034235893,10146.8500633593,15661.879022261,25666.3724713234,40947.9580132642,59646.9254635156,75914.1881328714,85933.0112645919,84744.8631717642,74191.9765097296,60297.907840425,46245.9310875198,35243.7156818487,27159.8603818537,22078.8764653992,18084.843757628,14869.4179404224,12210.1710743674,10467.4348360067,9554.97673391712,9091.86504500444,8549.85827337411,10904.7620140264,14494.0241333964,22199.3648104028,40992.744211812,84367.8031172175,152009.100619302,213826.867031056,250629.844040512,252484.100471765,213518.300996341,152694.230537204,94605.81151916,55485.9374224826,31357.5911925424,17946.7571829625,10941.5697743012,7317.37631540199,5555.25329351766,4975.61931969775,5116.57124878707,5862.64925147595,7168.73522764699,9021.28482664219,11343.0889544991,14297.8001889727,18079.4630025006,24014.6852015337,31404.9305295296,41187.426312797,51972.5647185959,63008.9831608613,74153.2560524195,79030.1833681086,76926.0768797038,70313.9466915712,64694.7436061476,61381.4247183863,59685.2677323717,57023.6091759724,51363.3926867252,43073.6459314631,34765.3526316482,27773.3881970654,22374.1183710241,18917.5009766831,16293.7320702212,14169.764005452,12910.2782050715,12643.9464713311,13663.9488013102,16683.5524798879,22020.6916042165,29836.760598838,39081.2451365467,52083.0407235991,67720.314058379,77962.4142072252
"MO",17789.6568081156,21130.3427396087,23496.010603099,24629.6890569599,24496.8861320813,24397.5210602232,24746.0170579463,25881.6722476062,27945.1504616864,30649.861218514,34007.9903823295,37062.8291982878,39748.1288561655,43008.3664906388,48777.149846315,61528.2196388178,79253.4723469156,93022.9122364522,94642.4812117802,87609.9546465201,81054.2438269695,77464.4774259217,76134.2490165502,75758.5860094069,73943.8513570015,68618.0667752952,58023.2705129653,46687.2430256207,36806.0488267062,28948.1302704749,23001.6602816989,18516.6672973627,15681.8178125475,14108.0670807051,13553.3656727072,13399.9670891072,13658.4300553721,14324.748371514,15230.1243064132,16407.3165471163,16954.9615926671,15998.8510687785,13953.6733805188,12335.4451181731,12201.2684802398,13439.2070709791,15839.0773530016,18864.6373698204,22065.1306462353,25907.3013171681,32496.9376162312,42741.9429582679,57329.5466265532,72115.6948246847,81871.6288309539,84295.9838820765,80417.1941498161,73571.5332654916,67455.8814561156,63579.2898252944,60688.1666956518,56002.8548522676,49432.0919193527,41914.6011939353,35161.6137062219,30811.5248489158,29371.8325052607,31074.6304341255,36923.5447059822,48407.6865190611,62613.4154357033,71959.4339983574,94079.4943093922,102876.590510988,111316.139294942,143368.845864675,220542.366536594,335193.723884179,420576.416633764,412115.827179768,328530.713783973,229874.683939613,146673.134390027,90268.4108503419,57328.1889820202,40195.2220278174,32535.1016278692,29830.9308594081,28295.4776101295,26257.1805970023,24251.6585582508,24014.5288802338,26219.2691854908,31350.1586376625,39829.7240300137,51426.854699786,64026.5442110359,75569.8039487657,85215.2515109426,91502.4029277616,98535.0032905232,108875.864245334,124941.957628229,142454.953894086,152380.656265816,151396.480955795,144248.455390135,134317.509082037,126494.835217325,122557.223125788,120441.850683798,121915.948322023,120889.531317794,114791.901278553,103493.928827376,92029.2893676668,84794.263176466,83350.7689517429,84746.0310571641,86652.3544484983,88571.1060748603,93548.8483353242,107141.574129287,130223.578030808,157520.336780579,176591.725709493,188410.697236649,195234.627793546,188359.96059206
"MT",1864.36862650832,2154.50473292016,2286.36499081918,2311.5369847598,2254.49377876769,2227.43001020939,2310.55882467552,2551.99894272468,3074.63155421346,4000.89258045717,5469.35282108125,7550.14867513982,9904.91856095009,12100.2486139191,14234.7267877809,16045.5943397694,17228.8116682648,17371.2691286498,16205.6015404887,14124.753116757,11986.1336698462,10186.3979382435,9031.60848746076,8528.47109659678,8354.90488780184,7981.94923479142,7168.74717933956,6032.86402148902,4931.18170543462,4165.63099594523,3631.25851152036,3294.43903277159,3009.22324375222,2865.29622734856,2787.48953125991,2721.44436979418,2688.50665427928,2671.86918651859,2679.40468805316,2683.89684335417,2727.21137239441,2816.32452204995,2920.04953045101,2959.66088700199,2865.06451632834,2586.90365415101,2244.59972906155,1955.85158985668,1756.38121918798,1675.246692921,1748.02146495343,2024.87646889557,2548.61714263993,3429.72762296657,4754.58120824807,6479.17614361902,8562.95916244791,10839.0511807591,13446.4343077513,16266.0852493966,19096.8762864761,21805.681053099,24373.3042219954,26315.5921989922,27116.3367879959,27016.9797758406,25841.9452705495,24329.4059933825,22229.7113265804,19217.0662020854,15189.3600401308,10385.2377650357,9636.22095687754,8882.08014257787,9212.16903595633,11699.7295079473,18398.8893405681,30503.8276736838,46488.1796371861,59010.0037825025,61883.3123855295,53723.95566906,40212.3858080441,27186.8487729024,17389.1976864997,10595.6489464893,6590.97201999245,4359.59298975684,3390.63894435941,3193.96200336249,3690.48924177066,4772.61957512059,6230.6734271747,7787.3749781576,9189.07528242456,10459.3122311605,12033.7491933966,14258.6789101785,16736.6783750672,18952.5230326897,20660.453660656,21979.5411685988,22788.2621190129,23057.4186838675,23309.6389784032,23422.9772100769,23361.8234482397,22558.7106262636,20989.2487357684,19386.5850940985,17801.40062662,17314.2208313109,17530.507366533,17880.1476931472,17701.147292028,16760.8094015106,15912.4496851252,15100.6831405485,14661.2876693386,14317.8179803069,14470.6225534554,14953.1191825753,15738.0492733541,16777.0746604599,18022.7971519913,18780.903440535,18749.0789018315,17532.7716094136,15499.1701154303
"NE",4673.64497611968,4880.65328016957,4680.75289359536,4155.62594941732,3526.4856547742,3112.59086820681,3065.84363672317,3514.69640211376,4510.54041881701,6083.358657728,8079.70671915836,10259.1084662642,12880.3158953932,16356.5509260207,21558.7701129007,28302.5833189582,34615.8103394151,37894.9369620204,36198.9993168733,31540.3118817621,25925.9514530963,21410.0768643972,18631.0057013284,17009.1195428687,15856.7039826195,14663.6710429532,12682.1521845852,10512.1573622332,8525.31559593878,7030.15885010578,5951.39130564858,5162.47232496361,4651.36257115733,4408.13000334253,4497.77975840641,4854.28665491825,5514.78146520528,6141.66872149453,6444.20079191031,6197.64397746962,5323.95753007663,4227.615771939,3222.2906861204,2381.3816385051,1774.28293806894,1384.84307865109,1166.54065114556,1104.28969299529,1190.38411035465,1449.76156088125,1937.97463866759,2781.23882432094,3992.56589702611,5532.63529530142,7307.90352987621,9360.33445497788,11697.9564093991,14247.7421759125,16842.9686438272,19053.3708280058,20601.2651725911,21242.8093153,20691.1026892196,19550.8345444659,18699.9550785033,18796.6798611086,19895.7498388358,22329.4252222289,25777.962258868,28798.0525113625,29528.9668580914,26687.35056253,30217.7722147519,31119.2574275274,32207.1422717751,37653.2869453195,50903.6957256417,72474.4191614895,93811.2517195191,100549.445591377,85689.0507736941,65171.177783948,49589.2294287069,39706.200379549,32503.8854076548,24376.2130478136,16349.7308987388,10339.9694126894,6726.588366116,4982.16720324632,4382.54097443654,4768.17247141718,6114.18664333461,8605.91872881203,12334.9788199907,16511.3033605118,19562.3373466707,21014.9607730298,21572.5544922034,22609.5853761327,23835.2052877653,25203.5085375065,27164.6200813006,29698.351205489,32693.5433637905,35095.8100240001,36714.0579247946,36471.5707465465,34799.1440566351,32222.2466070082,29661.721743931,26621.6509188136,23759.8766218959,20834.1316393567,18060.7991563481,15891.0113187838,14660.2470107143,14523.9712388034,16080.5308431268,19276.351031951,23618.6535732909,29211.1600335359,34584.1639717326,40604.1141853782,44080.1294543046,45889.09160086,44079.1878665568,39498.371130867,32970.9216178331
"NV",14264.8881682467,17624.6853231707,19634.3133056103,18582.2500866924,15779.5291258464,12891.0183345051,10711.566029951,9183.19075033314,8268.56756502397,7861.87749208971,7967.5877397391,8590.39138900613,9716.42346926672,11501.0842287099,13994.6208646483,18052.794044466,23453.1525432881,29845.5574886749,35785.9242418967,40669.4090347688,44439.0366488501,46939.2425349296,47231.1649352237,46586.3254452891,45279.9542046438,42722.8025800771,37948.2822596338,31937.4124378279,25444.3887353245,19972.5562410154,15861.3598590349,12707.2899991612,10539.9694915272,9290.98698252054,8572.91297259232,8298.79011925094,8368.08905985066,8770.78826500097,9629.7197473297,10260.5327850947,10221.4438943389,9740.06157178239,8736.55585622376,7629.39348746237,6805.81014054192,6268.68208702869,6308.95393924869,7252.80137043231,9359.88562188949,12699.6148667485,17119.0226877241,21976.6255308457,26426.5970626333,31059.4209273678,35338.6395550135,38421.4393933304,40410.5856575664,40692.4121500815,40928.6976430184,40530.3774570539,39550.5398476927,37939.6192519308,35290.8215346385,32414.8718344846,30171.2488652583,28817.3172646445,28567.0184823817,29237.3456912222,29689.5643176848,29640.8603904364,27850.7957104174,24400.428115621,28252.9511192747,30769.017505061,35058.4290291516,47365.6358243577,77380.0270941559,127756.933384275,182446.738941852,203868.787737123,174103.164842118,122479.654746989,79410.9731277365,54388.9655057067,43643.5053618284,43791.7842776719,54356.6298025774,73795.2719158322,89504.7672052853,85924.1380713368,68314.7189188418,49627.9956867039,36392.2791804278,30575.5786472258,30255.5357422402,34379.4275980129,43633.108808075,56021.341958075,68327.0100433935,76461.6344147155,83185.0247465461,91952.1441709874,104128.858958105,116062.621915109,124292.981535142,119328.399003843,101781.157568101,80522.2206369648,62100.2100700652,49625.4737075173,40753.6199340566,34422.5181434747,30890.8920192978,29188.4020018888,28346.0994750294,27795.7131147932,28097.1692496054,30027.271791758,33613.4995307559,38709.3983775407,44930.5795829287,52316.754270747,60879.9935926904,68198.7770556634,72288.9669809772,74548.8385569199,78046.637005877,81121.8589667543,78232.8553407116
"NH",1093.13030284689,1211.25206470443,1427.77990142653,1713.96034558618,1926.86571722656,1857.84007905968,1515.50153916723,1104.59204701657,833.958702852465,718.162476263127,724.113581773842,820.986889734244,975.321925898448,1164.87425868865,1446.44800445563,1904.81190384032,2709.17995908709,4003.52284363161,5933.2480216814,8403.76882598877,10792.5415608935,12504.4829199283,13327.7075760376,13424.6402913956,12866.0183088635,11610.2900548456,10003.2397796861,8200.46390630003,6672.48048634024,5454.98956403129,4578.12343828682,3953.83110999334,3625.15655662229,3505.70995908722,3630.08841195947,3989.25154290684,4640.7458683245,5614.68965629225,6030.92513907296,5781.78685766795,4694.93294627622,3803.96589855829,2937.00899292924,2170.3517474694,1543.99239901013,1027.73801937766,730.177823591523,572.706240471843,494.472710745058,486.722075240644,531.968318279108,643.21462081675,842.040337852905,1184.83164479669,1765.67892578133,2703.97631890526,3969.22544777653,5328.1131983032,6419.76812369414,7106.89147683776,7538.69146026305,7879.13641335728,8238.34981037179,8713.37969348659,9130.80083589657,9696.51862081034,11017.1769135667,13555.4387978624,17799.8586116996,22580.0301074252,26303.112826755,25327.3417662091,31078.2429816639,32895.820860402,33149.7642082304,34924.2835052823,41576.8522014414,53684.9225128496,65704.4297884406,67390.9015336052,57607.73436566,43141.4853937192,30017.8820705805,19973.2503430299,12816.8768080544,8510.33712218086,6234.32783954056,5294.70608429157,5539.60999910448,6628.35311458754,8290.00629065113,10770.3424175966,13843.2403679454,17226.679842725,20662.2780998892,23045.6431873551,22850.3380102899,20279.0491738318,16409.3639875153,13530.2708035846,11972.0593041787,11770.3497073764,12114.4391555613,12712.4326829605,13072.8289079474,13176.3290165077,13061.6547219243,12865.6370758513,12813.2270004733,12744.8595135077,12725.7749329038,12878.3555859915,13148.1523840671,13659.7225038413,14615.6122362738,16059.0920807172,17810.1307540726,19540.7058896311,19896.0705395325,18580.4265909518,15461.8768030897,13039.3471375964,11610.8466143545,11870.3138935206,13804.5956466541,16931.6409782804,21181.5850954127,25139.5458597617,26623.3741330017
"NJ",7522.56612789146,6019.95079273871,5672.72237477165,6020.91619011181,6699.54646243949,7331.16455418702,7542.61765939138,7426.96189673896,7450.2957767508,8272.39610269497,10372.549832559,13898.795339407,18320.5326961884,23110.1980643866,29317.0511013154,39647.5331374898,56521.9474139531,77652.1715442021,95279.2884162904,106075.084731329,111798.458248312,110894.638262778,107382.400077214,106061.670107796,109933.931645263,114990.692094846,113552.102764516,104052.667203144,90371.3011765581,76448.8552056478,66705.4095379216,62317.9807937085,63447.8816756598,68174.878193721,74666.334855594,82736.7315921725,90351.3310654934,92268.0976688918,86268.2918661739,72091.1752116298,53560.8283056076,36339.6743637598,23585.4506674607,15769.6448896289,11401.3746990648,8805.47085657603,7412.82954529694,6800.19586578197,6467.53704755656,6382.97276314158,6788.27583321736,8178.7526987779,11174.5422918799,16373.983971321,24019.8614234475,32896.9339753382,40852.2071281207,45932.045114578,48289.5382633309,50223.0655243689,51487.6176614011,51059.0448904203,48084.169836275,44242.7093243974,39769.4523116648,35526.8141209883,32084.0641867672,30970.8710243104,33673.8091879744,40647.9764287001,49539.8985098654,55465.847192162,80668.8654124905,104618.745737143,147187.519290319,263490.785972579,509018.755796792,677105.095103187,530739.396937164,306997.754170278,170323.503181716,105467.769235662,76745.7868051593,62740.4952924814,51847.5600954626,41605.0646083663,33944.3617109452,30706.0715043265,32640.2881770481,39575.5976912688,49704.0483894293,59999.7074702531,70984.7634954625,88087.9691835238,112468.456723825,139006.205359249,155187.963556134,150078.489286204,130387.159619501,111780.090053895,104168.944020326,109844.51252152,125079.433176214,141880.390108832,152980.185569989,155699.067696221,151501.138549601,144839.321012182,138173.210064464,131142.307117755,120790.26837041,109041.328258508,103326.507209236,110183.128477802,126693.285084251,139339.85369395,142696.627877279,141655.84040058,140944.550895606,139015.266811406,135191.35814389,130670.615563045,134402.08639128,152266.600273778,179569.779115638,204371.050766357,228231.780047101,258152.54636015,280311.534996718
"NM",5379.28255016518,5201.45831858634,4760.98745695566,4257.00548658621,3744.50693267826,3176.55868161136,2642.39871138561,2299.89306542991,2324.1736553357,2806.32727137998,3865.57896110613,5644.35380310718,8169.43977538242,11453.2010305426,15496.6801626306,20427.2173519967,26518.0124751335,32944.3916721425,37911.2283664336,38230.895299199,35214.2608157261,30918.2812031224,27847.4490320909,26421.6828691764,26005.4767550069,24822.6437478052,21817.9045356858,17496.1371126157,13420.2124080319,10503.7705487553,8775.77243383461,7698.29795777887,6628.34574904028,5708.18800001454,4896.97062063876,4397.08604774494,4200.6257213762,4348.4582368206,4761.99898881402,5311.16038672453,5823.86075596297,6094.22673837132,5981.69544151109,5389.60156303674,4559.95100606925,3756.21542835006,3174.38026677834,2799.56527240284,2568.11890140608,2456.20106146263,2565.94691865825,3008.03028934922,4119.09904239491,6271.64368246989,9956.96236432039,15098.2006322406,20491.872797137,23980.018024872,24259.490984219,22951.2015083376,21447.1567643465,21012.2978390456,21483.4983653086,23060.1945155032,25196.1836036619,28464.2257750445,34335.0974978822,42922.6208036981,54193.036161244,64272.4823400797,65112.4052162965,52696.8653276767,52561.3799803733,42743.6550302689,33988.041167704,32852.4366349502,44305.0284669973,75619.6380328455,126410.294535534,162580.742215502,146635.646773156,102415.314907316,64836.7776610148,41438.0732660682,28223.3607303147,20133.4190419523,14910.9413466279,11371.1446599284,9386.17813369673,8504.94586218369,8413.0283840466,8975.43918199319,9965.43452609206,11803.7667874695,15215.9167871109,20691.4009246489,28077.9217913704,35894.4957752369,43230.5804638747,49662.6362035185,55281.6108457002,58720.7346468863,61150.1726484335,63478.7990836182,66670.0948775215,68660.7666192382,66802.2991083195,62074.4622819934,56822.107834043,51678.3064977707,45246.6945301409,38088.6688199977,31680.3187498645,27872.1479759349,26443.9648904082,26989.8627872376,29699.0479009773,34887.5372139512,41906.5666513164,51214.0967953,62550.7258361194,75972.6207279969,88505.5058009419,96243.001626121,95037.8051418229,85066.7451247112,71997.7352370846,61620.6939374278,55418.1793326568
"NY",38700.4838627428,35266.2899086658,30429.112090671,24551.6034330781,19433.7348105982,16415.1564551562,15968.5694170337,17194.4457816852,19039.9032628683,21442.8807987093,24789.4066295311,29053.7552520923,32097.5408702221,33693.1080300731,36966.0589366504,46480.899487581,66357.5281304617,94649.5529654532,125369.412894677,157891.824259826,192613.270567113,223838.573941918,245765.354410818,266771.63318742,293739.151182592,316477.189340972,312640.57095651,282572.094183306,242133.633494412,207710.645000838,182666.141762161,166765.096795305,157266.247928601,156530.421134001,160796.910321235,168185.216766795,179672.229095226,180899.33738196,166258.27166457,138275.078182414,108575.317822146,84227.0952000054,66281.3414340196,52986.5176092124,40891.431946557,29662.8562368912,21339.87202194,16095.3741741996,13230.1900658891,12335.2315021711,13511.0111869155,17163.5562183835,25022.4150845373,39480.5306523063,62088.6517119142,91112.7376662894,114951.670548385,125318.504844521,128077.799721614,130638.825655288,134225.033296643,136412.655614057,136779.677798991,137933.812798632,135846.479447419,128482.380041348,117781.698047206,116630.519988487,133725.658362437,169197.484034375,198763.16638943,180979.46102369,203553.002563061,217010.587989778,282569.679421305,509941.939560809,989356.894523552,1301300.90601138,1035264.4806922,612266.498311815,349573.677178069,217506.499337215,150171.7161891,109312.099526541,82721.184202134,65690.0751499864,58306.4023089782,60585.6656885737,72782.8241598468,95479.321553461,126357.725995018,158708.287591099,188813.429582736,222245.170030857,256907.241146492,280630.303255957,274604.832329119,238054.555656471,196081.529673463,172212.818882379,168403.441588823,181190.822393401,206204.314017995,238596.550688202,259838.775658054,258421.441964125,242906.11473378,230808.776968268,221047.511018465,207671.72747266,190977.22511388,175391.985381434,175437.703658035,192231.456514223,213796.896147441,227341.02217681,233377.428447343,239065.170738675,243659.863088616,240631.545443201,232317.795474921,224831.624687058,233253.16852552,268827.722076156,322185.855362169,361181.775222799,376010.695317076,387036.981452275,388635.350800201
"NC",24073.5088808405,24197.7256484991,25982.0149161163,29643.7435900545,36177.1538832823,42317.6092075976,43654.0593017556,38683.2462656261,33216.502361471,30431.5592854686,30932.2738779309,34061.5489680816,36955.8503321991,39750.1794309377,41512.3427990984,43890.2288392766,48375.6221102399,55483.3981112188,64533.461934361,76094.4594605898,87146.4097822963,98311.7022882093,110121.057000018,121683.5577386,132228.940999315,135838.47192837,129491.341758257,113501.317345038,94596.6287352556,75377.6129894084,59391.2112151761,46774.332619431,38323.9533139247,33560.9168194243,31474.9062644068,30735.9289331608,31565.1067623931,33833.1635215012,36952.0206413134,38967.6654686216,38881.9612884923,35468.4762622715,30828.6210509241,25584.0497996225,20942.7670679483,16690.4505076785,13403.6087928733,11028.3256482425,9810.28604862158,9884.60158746808,11738.3462461656,15767.7951526479,23927.1300856548,38509.0796326071,60411.4909148196,88209.6247314243,115679.90953053,137974.498052022,151548.47269005,153868.334824237,150959.277135852,140975.318184173,123023.483159198,103164.979798868,83159.0796668452,67686.1833388788,57619.0198381508,52959.6760601236,51317.98787805,51981.337991267,52512.6831683816,50138.0893888312,65084.2469540374,80754.5308660653,105269.433271123,151944.325076013,239959.174153138,366460.962117043,488029.150982781,534283.744577592,473023.090088007,355354.374379538,239464.962471378,155659.289956212,101444.602367829,68002.5623833798,48508.853194177,38349.4591651678,34234.3302750281,34863.6600567794,40837.8142559976,53488.865647409,74526.1769459731,98658.2462964267,119619.714270911,132596.104698619,139089.522072547,140927.984903306,136760.377574198,129439.848886196,126348.941513304,130119.243582689,143342.285817625,165131.252705,189812.715789954,212551.523541234,223056.050903934,222973.731663002,213179.114831217,201287.913452948,196322.055244473,193683.6376519,188857.333939817,179934.209293862,158772.234880471,136661.521850776,121221.030430646,114759.449869094,114523.750054344,114715.6613018,108595.528256138,101561.666488543,99154.82681587,105906.354812468,125611.224723087,161725.129659804,218300.025749228,295740.804228707,357211.564227535
"ND",1776.34376820193,2103.35693614998,2343.53204602656,2595.21562121844,3018.3115701106,3556.82039194989,4170.26565086379,4681.02054448805,5058.95308852156,5410.05297973117,6036.41157188902,7065.9456792157,8842.16146092109,11662.5563304679,15453.4045864186,19511.9121252474,21890.7863298025,20901.6854123629,17185.6935448046,12729.2892000441,8867.3573516491,6337.33930641068,4930.7922909519,4251.00379649026,3870.09537981758,3470.55540149568,2927.81304886727,2451.90432697397,2154.37366288667,1983.5454535943,1861.75735616566,1709.95581529541,1570.09517616851,1538.8106216569,1676.30434673209,2015.68196694413,2528.97127138687,3045.27327997251,3310.60615177678,3318.25494356724,3125.23292617617,2766.77102847553,2303.93673420088,1823.88148822227,1412.08463574865,1075.93246775969,811.799584427022,610.985116320984,464.514397998264,378.182053326311,355.644348892857,407.298098019717,558.051499797476,889.70516874008,1530.06726078118,2593.62175741592,4137.48149462947,5960.44286092621,7581.0005100308,8687.86664287542,9584.91442164749,10721.7928438284,12094.025434807,13127.1787953055,13216.8280916676,12552.2107412165,11864.5319945975,11708.0124561593,12293.6684227216,12914.3973580605,12918.4861393672,11413.5371372859,11922.4699606866,10806.2533218919,9615.06069378707,11041.7075660316,17624.8773377919,33434.989606883,55667.0611695597,64929.8248489343,51696.8035302175,33095.3466953328,20153.9119285434,12586.8490834918,8105.44162484963,5264.87045059775,3449.40843603496,2423.0466070627,1987.77648430029,1947.30167116119,2151.46114445988,2491.05551844695,2996.35884555711,3709.55723468197,4694.31725696983,5929.06995689064,7495.43965297472,8945.75257469401,9635.34705717088,9596.370132703,9534.13499516351,10081.3929239192,11359.2689453531,13078.980856212,14859.7496068498,16367.8901184044,17383.2055468874,17259.7779853396,16193.3136276476,14740.9227201576,13481.2190512191,12683.4365509283,12151.5449363494,11770.4149328831,11388.5921892173,10898.8601860918,10130.2293124635,9825.02839254956,10427.6246539239,11758.0616598127,13044.3395027482,13817.6873840843,14922.3384983711,16262.2513513298,17054.2512140428,16305.1396089014,13939.6502681439,11507.3923023438,9968.5298090159
"OH",22639.9504148933,21608.1551178959,20381.1184203315,19371.6492238583,19202.7371174703,19825.3409687019,20048.4998115882,19146.060961727,17780.1776198232,17641.0557563583,20166.8752345655,25796.2433659446,33465.1056007093,41173.4242334656,50327.447112776,66056.9964881378,92817.9917041242,127778.289129742,159696.884985152,178847.925552128,182780.123429946,170960.274680029,152924.528365075,139569.721695594,135841.935645297,131335.742456603,117119.151567886,95422.6558690466,75083.9996841677,58963.978692617,47195.6102984862,38833.1960299391,33346.8351702846,30501.9231012761,29997.9676785876,32097.4005470016,36496.2487961652,40929.1862867292,43549.4812363762,41985.7213246525,37659.9617364684,33094.8051059401,28996.107492952,25336.064471955,20977.2641969672,16188.9139778943,12099.1809703643,9522.5485264596,7992.75603229915,7182.23960701027,7227.14449617495,8558.35171392384,11841.9514498178,18451.8773743182,28928.9506331434,42674.7015328319,58313.5916361676,75843.6590679221,97595.8951753267,122899.19614208,142559.274090444,148466.765663572,141047.878210612,128182.901254281,113333.612850812,96867.016491215,85416.9786879703,83667.6490435974,95544.6667099654,120229.902843612,147611.190841396,163226.335385128,213345.551914256,252517.400213717,315194.658871973,452256.707589165,716313.315311015,972850.644396087,956324.824219183,710063.60570721,460239.279627232,287435.49688839,183510.902317769,121189.012591655,84003.8611618943,61438.77840194,45903.5082315182,36731.7939925967,32336.2980940919,31838.0475371422,35334.9451364705,43072.9097555765,55157.2793803166,72806.9632027454,97134.5263913449,125001.85444519,145755.47556105,151364.841350957,144576.089476824,136247.469538783,132681.621185998,138304.762015482,154977.842340158,185812.420542889,223440.491367459,251300.861347807,261092.528856078,255431.567488477,245180.956500651,240564.493551448,240058.77578618,243419.512801769,235014.231287881,207078.132352061,172342.980960573,148501.33396036,144555.614240294,162013.537196503,189431.503874422,201658.352801621,191378.964109894,178478.037740964,184848.72113439,218788.321094786,269623.547261543,309794.211367403,334615.267127877,341170.406120058,313983.303456398
