"state","2020-07-15","2020-07-22","2020-07-29","2020-08-05","2020-08-12","2020-08-19","2020-08-26","2020-09-02","2020-09-09","2020-09-16","2020-09-23","2020-09-30","2020-10-07","2020-10-14","2020-10-21","2020-10-28","2020-11-04","2020-11-11","2020-11-18","2020-11-25","2020-12-02","2020-12-09","2020-12-16","2020-12-23","2020-12-30","2021-01-06","2021-01-13","2021-01-20","2021-01-27","2021-02-03","2021-02-10","2021-02-17","2021-02-24","2021-03-03","2021-03-10","2021-03-17","2021-03-24","2021-03-31","2021-04-07","2021-04-14","2021-04-21","2021-04-28","2021-05-05","2021-05-12","2021-05-19","2021-05-26","2021-06-02","2021-06-09","2021-06-16","2021-06-23","2021-06-30","2021-07-07","2021-07-14","2021-07-21","2021-07-28","2021-08-04","2021-08-11","2021-08-18","2021-08-25","2021-09-01","2021-09-08","2021-09-15","2021-09-22","2021-09-29","2021-10-06","2021-10-13","2021-10-20","2021-10-27","2021-11-03","2021-11-10","2021-11-17","2021-11-24","2021-12-01","2021-12-08","2021-12-15","2021-12-22","2021-12-29","2022-01-05","2022-01-12","2022-01-19","2022-01-26","2022-02-02","2022-02-09","2022-02-16","2022-02-23","2022-03-02","2022-03-09","2022-03-16","2022-03-23","2022-03-30","2022-04-06","2022-04-13","2022-04-20","2022-04-27","2022-05-04","2022-05-11","2022-05-18","2022-05-25","2022-06-01","2022-06-08","2022-06-15","2022-06-22","2022-06-29","2022-07-06","2022-07-13","2022-07-20","2022-07-27","2022-08-03","2022-08-10","2022-08-17","2022-08-24","2022-08-31","2022-09-07","2022-09-14","2022-09-21","2022-09-28","2022-10-05","2022-10-12","2022-10-19","2022-10-26","2022-11-02","2022-11-09","2022-11-16","2022-11-23","2022-11-30","2022-12-07","2022-12-14","2022-12-21","2022-12-28"
"GA",89935.8800511268,98973.6629534888,97276.8352153717,86968.1072946999,71353.5135576983,57078.9301631191,47582.5100764486,42860.9032486728,42093.359300871,43865.631837386,46383.8901397638,49164.257761058,52274.3745771247,58168.8596015888,67946.5269554071,79513.6381314395,89014.5390896598,93254.5074896216,96311.6943650493,102732.479646093,116327.900209986,137577.497171788,165365.10064337,196207.868639955,218401.257589802,227151.389853493,213599.690110308,184206.711754966,149903.107862207,118697.041245858,94882.2812454636,78096.080219436,65769.0517221061,57801.7106761122,53156.0526435486,50163.9663242343,48801.8293475879,48291.4999238798,48616.5994729825,48419.1082159065,46482.1936092029,43216.9934268163,38587.8170192852,33154.9005732497,27668.9728673914,22834.2424362526,19160.3900554588,16367.7579163385,15135.6254411249,15761.3071882574,19184.0123730334,27289.0688003497,43843.0952959527,73298.5519336195,119239.803927056,176142.272078129,234237.122553495,277018.457497061,290978.148664124,274603.867923979,237786.538233265,195272.328149154,154130.742345174,122070.741541867,97501.7158598544,78984.9425468822,66373.2525592937,58625.3824173118,53156.8063019894,48406.0910973036,43743.8437469717,39161.3578865013,51745.5938621346,75160.423725005,124899.120418699,236305.990146433,445970.70930204,689514.794573776,832818.262807998,786323.392478981,591484.865351835,390126.63902878,247305.439560199,159072.548830663,108816.181494432,82926.1607681065,70234.1857513609,65458.3289479335,61522.2224714281,54052.2115218322,45134.880793217,39123.1716244568,38743.2935446976,45105.0414373313,56647.535247763,73100.238059292,90576.4003404553,108150.69049137,126476.744241807,142689.363871356,158881.886371818,175016.397407123,194860.619748348,221315.37296372,251748.962662659,277159.432972755,294496.273789189,296880.28686384,287343.735852729,270523.448756978,242765.552549584,201856.494947243,159226.40161475,124722.670126792,100132.24133598,83890.1675431647,76585.0298982435,74058.1204494767,75550.7193588809,78130.3718662271,79961.5069788046,81922.7975164652,86715.7477687294,98477.6359988329,122151.918970017,153664.058545204,189820.887491171,219465.996158306,240441.887145007
"HI",826.943816393506,1364.04150081474,2376.0139149245,4101.69357712634,6336.20387014637,8148.46569824322,8516.6473880013,7502.78336904663,6068.60188919326,4792.59058185484,3669.8273818427,2839.61726898154,2245.52206819907,1882.21492788646,1753.93584672319,1790.00086602308,1893.83468850789,1982.56546639061,1986.42724393549,1995.2037063382,2063.89515045855,2260.743709615,2600.79606254618,3042.35053572663,3386.31947590126,3391.0393790993,2981.7984908771,2325.48296139593,1719.00179285307,1284.1517871395,1047.76174936058,960.792017014306,962.940226809238,1081.73628339001,1311.37740282536,1594.19646265565,1816.72429930521,1918.71267339792,1912.57836486475,1928.65243254617,1987.19699349113,1876.32854976817,1776.06815132943,1564.23631171223,1385.09955714824,1217.58681651525,1115.85416247745,1078.60379874132,1082.17905640541,1150.97336304508,1316.13106178847,1696.56700863542,2538.29058640347,4372.5080485645,7978.86830008447,13553.9413059022,19843.8257521457,23821.4889104163,24160.1316880709,21678.2662636587,18151.2396940192,14013.6770675769,10351.481976943,7694.28622712984,6020.07853806602,5115.5843502371,4722.57863020649,4494.47504082621,4259.87571130068,3774.19522721435,3113.27164074172,2584.08666262991,3390.51412765779,5205.63190469528,9669.85963138373,20037.4263348998,39116.4264510041,64179.6640966169,84447.6765941437,69906.719776704,49493.9871653186,32451.4957717957,20768.5356936171,13406.9007157377,8955.57482105424,6463.54734059548,5125.31179783036,4606.82968695896,4678.4170413461,5229.05132044777,6317.58296981867,8036.55390855601,10554.1296203287,14373.9225094883,19491.7343426666,25692.0517491581,31977.8621560584,36732.7958766843,39026.8736473097,39374.5102298837,37717.0966055565,35107.533520763,32714.804755545,30668.0895933998,30373.8598731697,30724.1238079509,30926.2561655208,29883.9458930228,27289.4411942311,23718.6513456644,20172.3564594454,17636.95704845,16898.3975472867,18377.4702055164,21257.1852203944,22784.9272699087,21475.905096547,18393.8451625734,15651.5950843756,13811.4918707506,12923.8625872904,12651.3094093821,13082.542817824,13948.7886586377,14905.2907615939,15670.4165721865,16113.6186174376,16696.8106118998,17185.0916121264
"ID",6800.15628774614,7327.00381182229,7269.96432413904,6710.9055341711,5892.62593292286,5066.41715482595,4493.61361603483,4298.70733426512,4567.71836683246,5302.42961124848,6400.09733643172,7656.38903499031,9074.01861722103,10767.5143853144,12731.2123738622,14861.7940680583,17043.6319509555,19139.9509854182,20907.7460644507,21893.9898777706,21307.2041915131,19575.3179891898,17623.0196245924,16063.9933668515,14685.6558958195,12671.1971280234,10361.4806461957,8286.00669872706,6812.76630799638,5798.40943129845,5143.16782336829,4754.72450898591,4694.03221356838,4980.30356634083,5374.99093218123,5606.37971710695,5541.99889885837,5169.47908384876,4807.56249373886,4495.07030240803,4224.94386898932,4025.54963490089,3844.46119453846,3675.7093024357,3418.943474302,3109.78755963248,2787.82971865005,2552.72376398837,2380.90790697039,2318.59011094629,2476.74512630591,3025.25465948894,4199.37915244657,6209.69135604628,9171.97688334122,12754.1940768571,16490.205927727,20291.2138728649,24364.467910567,29037.6055612398,33083.3250835134,35566.0152349641,35866.9211120908,34770.4692276584,32731.9255211454,29540.7561200279,26031.7092811916,22325.4221215795,19211.0446880004,17050.5134199104,15435.8635948047,13455.173309059,14443.8004785728,13923.148858314,13937.6401679882,17006.3293412585,26822.892737481,46748.2675461812,74844.4074199746,101058.993398715,110224.559064943,90532.2535412227,69698.2004922337,55417.818067401,46260.0823561761,37466.7882209484,25403.7341373312,14145.1915754215,7363.92348508515,4532.86113511964,3809.6818963313,4258.41815381725,5483.53061464471,7035.80036508148,8690.51778359254,10447.0905055162,12701.1265869385,15835.9117079813,20025.2110592673,24632.4996152741,29264.0687806056,34252.0785910971,39314.4242941524,43598.6078571929,45963.4484176877,44525.027039468,39460.8662157863,33800.8015407772,31185.064159907,31502.9034583962,32543.8278667881,31176.5403562962,27616.7378022489,24385.5471906113,22812.2304989752,22254.9305899707,21488.9967568121,20200.9880833281,18806.055964308,18405.1080100598,19602.1193971919,22959.4292572764,27756.5900062957,31664.0520422801,33650.5385992916,32688.6243233278,31323.9936374154,29128.053669453,26584.1829487639
"IL",24833.8713455906,24816.8395918114,26123.0824500814,28232.8855575898,31107.2301661575,33381.932091057,34434.839690214,33481.9878403965,31707.8079590663,30906.5561739265,33171.1633610268,41193.6579359864,55524.8800453983,74498.7704987422,95789.2400239396,122407.888448936,157881.692991128,191628.049043601,205620.550491699,199676.690895426,182778.063406863,166084.465582548,150018.443146059,139208.020465413,129401.665980812,119974.81945966,105479.57580359,87536.6833233206,70836.3592807335,57462.2513516783,48119.9550663444,41086.2926405423,36074.9116122327,34152.1492582812,35557.2687866401,39945.0665455398,48004.9019606715,57827.5431956816,66597.2069484422,71494.9834316731,69644.744860298,63429.6870290599,54977.4799897319,45288.7687318633,34876.7668456475,24722.6261462294,16826.0055774686,12127.9066974888,10055.4576721219,9865.80160045814,11431.5458277509,14806.5367246078,20787.152967809,30475.3790988815,44674.035228681,61713.5455188271,78345.2259094713,89894.4200662527,96210.1280670712,97915.0176521501,95097.9409087158,90016.2802667105,84070.1174177579,76477.5424896256,69856.2644386763,64697.5174122244,63184.0758544075,66532.2791871778,74886.9158752616,88721.7437421484,105294.010895801,118006.178216371,165421.763533066,214814.550790629,277577.330432544,384759.552645529,551740.886087448,715026.213826939,759526.391058175,685681.713204916,554082.856519593,408788.04213046,278052.455997444,180573.719831089,121565.46108966,89005.4824530191,72967.3624196026,64904.5700468704,61622.4067035242,60359.5870607729,62988.5780980679,72442.1796660734,90769.8067346289,117452.756800276,146694.863431459,172549.729323666,191020.040010974,195257.427328486,185947.871836404,176881.936365484,172167.972688493,177143.951175054,190412.739543862,207520.790819928,222190.893094021,229687.480203049,229592.885862593,226159.63171775,218139.60684817,209541.509075925,204071.224398441,197739.682046541,186069.567582302,164133.894860818,141747.006801594,131661.302902962,134730.964662673,146585.610204514,161279.139426723,168728.035579015,169563.862395484,174644.5887386,191521.397075271,224255.087809662,262366.309397268,296218.109024124,322967.745208161,331409.284272358,314298.729249453
"IN",12515.5638560752,13575.0621535202,14682.0337619296,16089.0776023317,17915.5826015106,19901.585676182,21087.00020478,20901.2829695071,19560.2270951479,18775.4519753669,20107.4373055931,24304.389662126,30970.8838491545,39883.0500936145,50320.2649535486,64481.1205678451,83282.8132366071,102814.895850926,116944.925175262,120601.268110803,117632.841230077,112868.026741029,108871.114284395,105601.929981725,99816.3627755681,88623.0308114957,72574.8558933608,56981.177806187,44322.9616225744,34379.3372375233,26889.4838729617,21133.4592498696,17514.2394367603,15727.2054712589,15680.5159633973,17120.3424837547,20012.8835323468,23713.8850546197,26578.0089514781,27801.2205741922,27567.6409468633,26479.3712279235,24488.786795832,21899.2591270713,18456.6328574152,14570.6641375802,10998.6390611517,8542.96602576477,7222.67793889239,7139.12237889394,8263.28226420485,10647.3709938373,14903.4345813049,22033.6246429142,33121.7183044529,48933.4898028025,68605.0987830704,88662.8713163996,104557.609767988,110677.450706943,106185.79642211,94890.6036968214,82367.104423278,70931.3811692705,61518.193186026,54159.1336373635,49997.8265088867,51210.4825082207,58758.7708268591,73775.7833820745,95193.9378359474,112044.139021978,151929.01421394,172598.356332261,182297.968570823,211767.672712733,291048.499295481,419371.081844836,529518.643680253,525365.929482481,400369.531209016,250463.197860673,145394.663587939,86936.9017180682,57107.7768483826,41247.6020232378,31393.1318021666,24450.9254326212,19565.0604623704,17033.8192385755,17346.1423974346,21406.9787161892,30067.7737444981,41368.3567678091,52579.8147506429,62020.4153192543,69776.5750990362,75231.26333584,77425.2624106606,79641.5896489088,84708.0530747698,94546.3419509979,107865.664233288,122297.265071442,135639.773242206,151819.045293492,161803.129569073,169417.849024517,173470.482303995,171109.30747863,159259.361303853,133135.059569374,102647.083452221,77455.1926757122,63250.3140741596,57634.0025981507,60443.8767087755,68366.1398105625,77783.5543316566,84908.5742402639,88346.1186077337,90551.6233220183,99930.5274787298,122949.221860631,155017.947953335,184690.453413533,199666.413688636,195695.859684996,174791.218426241
"IA",7582.5539555985,8631.64937780762,9387.35629006951,9686.30896863547,9565.28665723931,9121.6257872269,8812.41656548286,9061.82908702201,10020.2517076958,11756.5450682276,13914.5440910375,16222.4487740324,18867.0290003051,22643.8696796241,28567.5068739185,37251.1154081946,47299.2823294418,54798.4766211187,55617.3293435528,50084.1751370096,42383.7872282914,35106.9219679994,29875.255189796,27341.2910592249,26432.9736104051,26225.9167167541,25838.4404079433,23897.9054552748,21009.817731482,17479.2366410545,14252.4639478877,11961.10926417,10354.0183801741,9640.84612322828,9412.93950983828,9534.907107584,9898.46584133568,10159.4718009408,10070.9597718133,9632.95195570996,8735.30101854196,7784.69223456635,6683.56756710445,5698.08998650739,4808.10003255735,4023.10426200662,3373.7209006887,2918.54735521718,2693.38711309838,2652.21241373765,2874.46367557303,3413.96033114247,4395.94399738679,6145.68209867332,8758.20259519869,12287.4525229217,16419.7886372472,20537.1839540025,24161.896305928,27192.8798967967,29688.8381371868,31866.6040356764,32789.7869705104,32660.1250505795,31720.2810361179,31084.9043372582,31264.2578632456,32833.2319564236,35382.1469595737,37993.54381381,39478.855778665,38177.1085518072,47395.7919797949,54994.0149873621,63298.8884315734,74928.3229198404,95893.7815376927,122725.495686134,146040.515566172,153336.699015321,141486.104451345,117827.658087542,93243.9785044363,70332.7752936426,51502.4343854174,36074.4539636765,24298.2403170928,17041.5103287154,13132.7452413208,11697.4482532446,11856.8479434542,13207.921481662,15728.8687689198,18995.0564894957,22129.209534415,24821.3762149447,26546.933875271,28017.9272725612,29567.9856062623,30676.0779520708,32456.7511454872,35398.4857981269,38910.8309882718,42597.994169642,47451.8164368085,52227.8509818815,54586.3530446022,56360.8796054547,56399.1387652048,55997.4185820146,54040.2734689099,51837.1619877401,47750.8786717989,42899.7950184112,37747.7489742932,34161.1095148772,31799.4629982678,31019.8868103623,30773.2924913447,31320.1689286297,32119.3648329453,32989.5709042566,35679.2901780577,41284.9388315051,47717.7994979888,55670.1668395411,60081.397751478,59620.5932197193,55670.7127739585
"KS",6477.77829910122,6783.09099453636,7111.50804926767,7741.08715113091,8607.50344002178,9539.57803792564,10273.7562279127,10382.7150626932,10395.6683424852,10953.5156564645,12273.7883713138,14175.3285176937,16113.9892104887,18238.3221003718,22021.7068598133,29669.7250100856,41040.2309148185,51554.4452264036,54696.5341625831,50478.151835148,44887.8989650075,40291.3170833204,37999.5337303557,38266.0264450095,38783.3071313446,37327.5873734621,32257.7303000085,25766.4807964729,19946.4893302119,15893.8016133868,12516.9898637415,9814.26660302242,7560.3407979629,5995.0177658044,5035.31146790209,4626.4676670636,4603.09050696068,4985.73353695515,5602.41185381492,6238.25538035872,6525.31303246743,6320.94760007776,5773.41935195937,5130.56833404439,4535.85736920703,4050.88660228155,3672.85692826128,3517.62997434746,3692.8649560039,4404.54156097559,6036.91951459763,9148.32447469577,13848.3676882933,19587.5916239867,24694.9016596736,29291.9033599148,32802.1702204778,35467.356075798,37234.8005972955,37861.3142144041,36331.2710466996,33164.8314172054,29440.8499406877,26060.5902127496,23671.1265770943,22516.7502532819,22404.1304420515,24093.5027188515,27789.6905281715,33347.7497756814,38304.3187837641,39230.5429672561,48805.4383739284,52167.9908250903,55360.4786454558,68516.5306794891,104169.274167584,169055.545902314,236750.89460874,251157.569646605,199630.221523104,136721.013471937,88650.7840804222,55902.6773680184,35122.0432902836,22831.2294518597,16496.1082293028,13488.3697764769,12002.1975066485,11479.0613052796,11408.3739127378,11931.8097675159,13127.0677540544,15458.3043451401,18784.2234277277,22415.0586011652,25536.9084968206,28284.3045223461,31504.2805238564,35129.5938824332,39576.7312433713,45355.2180654373,54126.9492354923,65266.1058718302,74665.1653555368,78053.9827264815,75090.7687250903,70054.56179241,66678.9752532063,64733.0304300513,63648.447685388,61437.2822983075,57363.7563510702,50125.4482071983,41895.585483044,36699.3708876495,36152.415395986,38580.2863138592,41612.1870602658,42913.1692044399,42699.0390544882,44753.1702684847,52262.2019556713,63893.5278922782,77245.1590125234,85331.1790680766,85658.8832473531,79292.0164256783,70238.6618348249
"KY",10129.1982286341,13409.9323583234,16950.7671920655,19940.5897371185,22150.7281488868,23099.8437550471,22626.6808477388,21018.4606444162,19042.49018401,18131.5245024968,18547.1018440274,20047.2414801678,22465.1339765382,25510.6346614711,29607.0784595392,34940.8761964937,41902.6284767051,48643.6959737145,54040.135859388,57076.1203643748,57221.5338923581,56492.8343648291,56090.9658936951,56867.7983669289,58791.9833986561,59950.7898663546,57765.9637132704,51595.2490144543,44165.226768723,36942.838788236,30714.4883035778,25593.5861552276,21881.8890284317,18918.3823373362,16771.872383482,15378.5700019776,15018.4999249956,15471.3600105815,16169.8512300261,16642.3199829549,16734.9697083852,16671.2602456642,16326.0953503342,15809.5405140667,15052.7791856297,13703.5808003026,11981.4298162925,10326.156402747,9051.26087469419,8504.03060977058,9092.33234534673,11354.9267094395,16283.2533885575,25330.7276116031,40261.2548204324,61397.983896935,85392.7325351953,109627.761861724,127325.88825541,129764.409940821,117694.678805296,97326.1350039395,77196.9653308006,62088.710513576,51079.8679998078,43572.4871529181,38991.2833838895,37604.2286377051,39830.9626019156,44078.9984764993,47122.1692231597,44976.2850735061,53483.2961131446,57980.4270654721,63902.8923126032,81324.4658718493,122208.896340891,190982.49070949,276834.752240787,330400.456530316,318068.521406107,251637.072007651,176706.703136156,118743.501665852,82671.388884283,62253.736065317,53061.1022419673,48078.7131752805,43439.6655458765,36317.6429150909,28679.297172271,23322.3672496083,21506.7534274362,23451.4338163038,29560.5326999537,39819.1694148999,51136.6298654301,61158.5394405469,68644.8891317317,71862.2009121122,72781.4311015195,75113.6556833481,80793.236471084,93808.7381658258,112832.178572918,131366.530729502,143539.93271617,147155.944230896,146074.607260619,141875.246123883,134039.664837018,121505.637181064,106231.695072224,91372.7056515582,81752.4026009017,74962.2917001836,70499.0653374138,67536.0744859308,66414.3507459233,65587.372141866,64841.579838265,63667.5391786605,64143.2070096243,67666.5731404414,73717.2799538571,82832.5545747443,94183.9770989184,103481.612690693,104621.91117808
"LA",34951.6335379758,39974.4270613842,40198.9333849631,36622.8625510138,30866.6305268423,25379.1226772499,21088.2927656935,17989.5118644705,15905.4768276106,14151.4892745792,12918.9555940689,12152.8894981458,11789.8286985735,11846.8614985395,12408.4095314802,13847.6464736861,16648.4358456491,20563.0531142736,25101.4896683452,29147.6559391019,31958.5114322015,34487.4449163771,37377.1535687286,41350.09390922,46273.5286095998,50490.4124666376,50367.5145726769,44914.9741426472,37212.1493669516,30083.5470950981,25099.7345021544,21681.7316106394,19851.3429333292,18188.7842852988,16379.7303184481,14222.6104763935,12288.2268257334,10902.9574145148,10139.0090749086,9651.63259866648,9590.56416563764,9726.54707630711,9938.22631214173,9790.32890989481,9359.90918955144,8538.96066855334,7513.19343741511,6696.68500333376,6428.43898639338,6923.88649131721,8636.1080231523,12664.3888940299,21043.9327007209,36588.8196797864,60935.4430616194,88497.1719057165,109725.095026488,115888.878104395,109939.005355013,99176.1643887545,86763.8629257023,74171.5233087384,60996.1106342574,48572.8019695589,38071.3488814388,30260.3467250432,24737.9944175623,20908.2422473166,18249.2201205561,16035.4789392502,13853.1220159846,11708.7034513429,13639.7868403886,16655.0942274473,23202.0657010991,38976.2436732941,75159.8502138578,139575.941706444,220381.291271775,279184.544456381,288307.049675026,259746.367346361,221728.45901341,190037.059845455,160909.909615531,129298.662823187,95790.417455082,67784.0720488154,48643.2591355651,37066.7401765068,31258.9631531504,28337.5620342613,26806.9998890728,25692.2439809807,25460.3675497907,26539.7661890575,28310.0865087405,30085.8798002494,31506.8818999175,32788.3071966173,35994.3121400643,41991.1817006783,51926.2076694146,65544.6262961559,81179.5317591777,94212.1572368636,100040.995201471,99795.5676344542,96347.6976631466,90725.995987079,85397.4647963636,80212.9323204981,74787.4773187345,68447.7101126745,60370.2930550552,51622.0575491332,44080.4815158787,38396.4756604274,35823.7302186132,35524.5151699264,36752.4046025336,37257.3647660989,36351.0742457788,35897.949238302,37549.4624442498,42495.6856786647,51477.3996679943,62402.1388185766,72388.1825658722
"ME",475.381181364641,437.037941688461,409.500256542306,405.865050672264,413.942537466259,434.961464832684,464.580315974828,494.985921012715,503.519447954345,493.967599992713,473.903822588094,483.256596063616,552.97156794302,733.364056543976,1137.17854649759,1840.81484706685,2901.72296432924,4112.6310477703,5167.99817867485,5909.83141215814,6499.62862678488,7063.21391072703,7820.52926867199,8743.28256656965,9558.78020982174,9935.96899482723,9217.47876213946,7511.93135141168,5659.88592822969,4242.32343510782,3331.64480248543,2897.3837726276,2789.00005787815,2905.09629246015,3209.16933512511,3677.24757586365,4383.72611282239,5270.43807279598,6357.30372714495,7224.99312336724,7444.0566741186,7112.87760082263,6326.44235472899,5129.45863298548,3850.749036078,2673.78347887137,1841.96197923061,1357.57956531016,1111.2191760117,1019.01067320005,1072.14647025712,1268.68901783153,1622.01536695078,2145.73550027264,2884.52006681472,3881.88386009562,5155.65089944011,6767.61694809768,8681.76395872605,10676.8708069312,12429.6503607784,13815.6852855388,14299.7045607647,14138.7943468136,13814.9641470151,13917.4266603411,14815.7084381543,16610.1386462729,19502.0385935981,22498.5706175595,23921.8919132293,21508.9848988273,25548.4048267357,25978.4858071361,24591.4118231778,23246.5271686561,23502.4515062074,25329.9918776834,27888.8405462831,31525.1729594047,36296.8300728715,43033.6449137701,47320.2584316205,41465.7422806198,27972.8530161001,16617.1310767185,10390.267312964,7986.70962722731,7648.00150443638,8642.45683077653,10538.6152826454,13543.2867131765,17744.124727892,22787.8778985639,26775.1849815616,27166.4901343263,23376.2535877347,18299.7061697654,14109.9773284393,11673.3050304638,10671.9112182658,10758.4129665305,11490.9348689058,12012.5152977819,12212.4634143119,12452.8204055251,13032.3348803191,14489.0847073607,15965.1073751393,16784.5366243274,16584.6605391989,16042.308744967,15983.7249225177,17365.4350717993,20063.574620047,22971.3372590836,24711.2622357478,23776.3683292295,20342.0557114913,16628.4534702868,13752.018864763,12211.4882358581,11933.7581327706,13311.9934571665,15218.6507794215,16579.4744301738,17403.4179792801,17530.6981853611,17083.8207294024
"MD",17400.8555915204,19037.0997045625,18735.6221190782,16917.632839268,14920.3780958393,13576.9330438675,12980.0089568395,12898.243770657,12891.7796956675,13048.1311336834,13458.5509330435,13887.0539007104,14456.1191466373,15339.7788306012,17421.6892104201,22396.7123872673,31830.3550259156,44899.2921916459,56734.2180893174,62831.3021796906,63804.0476606835,62579.9855468384,61667.1425059279,63246.9911945159,66572.6627831137,68863.560739487,64998.7701519935,56394.5431671681,45410.1919248251,35395.9822454716,27925.0991852654,23818.2335854028,22806.4691169862,24160.6374602704,27161.2270065596,31469.1511453499,37402.7578097479,42905.2594710727,45897.5033625838,43602.5614645452,37112.9853480068,29499.4194981378,23012.2040133569,17904.4688608992,13708.398042367,10166.6587988948,7316.99771142847,5382.17913813008,4111.53797501048,3491.4523315042,3538.17336741531,4271.62650442566,6222.49563933353,10235.483722354,16961.1785254611,25880.3094006895,34193.1230711868,39431.7022674574,41860.9060982224,42640.5410459133,43222.0204803256,44733.054891651,45536.2457693299,44255.4105144239,40431.5827573425,35603.1025609053,31781.8020885892,30086.6036262949,31641.4279243296,35602.7489522973,39925.7230999851,40812.2332179695,52436.7386480509,66185.0666711135,99536.7517886663,190140.248296652,364324.382108577,451841.737641891,339835.680889871,198111.330535172,118480.962279056,77889.3824081969,55651.8505864398,42690.2978605682,33090.1569331938,25205.8302392191,19409.5089901294,16219.0588073944,15541.7910091435,17400.9040120282,21768.1502781588,28038.6694124464,36080.727223312,47549.8356514534,65309.876527634,89016.272235305,106994.344337732,103713.38351026,87729.7684541262,76715.1886061828,75208.2669048875,81690.6137453565,89485.8905517303,94807.3803470582,100123.037908706,107331.90677245,112638.819369288,112601.877427199,106170.231835499,98551.781551994,91783.127709738,88011.0178455271,87129.9411669397,84137.7297648614,76878.9143286714,69209.0571561741,66443.5614937742,70199.0445675919,76041.6827035022,78374.241009513,76559.1131787027,74482.6498216997,76472.708907832,87967.8991652065,106696.590635278,124967.031448904,142021.665261867,163005.438360247,179296.817720933
"MA",15129.1592407539,11998.1724994824,9679.9304301902,8062.98997745999,7153.28363744183,6920.90497362868,7168.31274642766,7797.01780372779,8929.17576321795,10543.3376015688,12468.7332109147,14189.0308279277,15772.7494410604,18184.3651421705,22438.7475074636,29521.6150868239,39494.2373965213,50683.6206749535,62302.507832651,76500.1879656295,93697.3821715006,107615.314136232,114504.558704202,119426.17776815,126437.469063371,129868.55120247,121782.995259659,102349.31850393,80444.5839561805,62043.719402196,49959.8751300455,42751.3205120633,39229.2739380834,38430.9508103073,39374.5070847285,42396.1270322794,47316.6137089932,51224.2802503012,50841.0755228781,45529.3437841221,37335.1404356736,29927.8893314776,23727.979290497,18592.3114344358,13593.2951775602,9223.5460155469,6043.78585874596,4285.77085342668,3373.17185333355,3077.10142500919,3425.79635994193,4733.15382473069,7696.28010226482,13153.1880582195,20991.6141777828,29525.7928659718,36848.6521593491,41826.6725340136,45367.2333609666,47565.1953363821,48998.682985412,48754.463732503,46910.9702520913,44333.573332237,41963.0692223767,39952.468488458,38718.2158448192,40376.6070512604,47569.7051611336,60241.3291980715,71969.1351768486,70686.3582802741,87030.6131943902,93944.4082816402,99929.6213697474,128305.075076555,199220.250337253,300884.397879178,334861.234562632,251373.506091828,150560.069565317,88452.9477987798,56048.452994759,38152.1346818727,27457.8269327454,21280.3440655595,18509.3317122158,18612.6773647515,21412.4509879476,26480.2174541337,34210.7938496846,44468.422526233,56287.8188773767,70899.6851014688,88346.2701911813,101869.134201632,99362.8342247206,83210.7027071806,65730.833722622,54879.8051697911,50297.8428002325,50077.083444586,52303.9470551282,55430.4162538975,58464.1068158253,59731.6801316539,58660.4996080521,56791.8344805615,55840.7411237743,55716.5834620782,54727.9135058762,53717.693161202,55338.7422976816,60570.121220432,67582.2512946074,73891.5327546872,76619.6135181347,75462.1929990746,68350.2177393563,59202.6191538587,52136.592695296,50142.461084427,52867.2871965889,59742.8738164688,70269.9139407287,82850.6004624845,98525.9827312189,117025.802832924,130311.022699577
"MI",10890.4524359736,11633.1480439414,12592.5710261073,13342.4885751331,13844.1596129771,14008.7944174092,13765.6134575955,13272.883189193,13005.9595511871,13796.8444458204,16056.6298922351,19845.8012318595,25220.5657376896,33613.8037869106,48166.1771610602,71043.9990716039,99042.7756801204,127812.47764561,147518.572295023,147033.303111928,125472.07442191,98803.6598542781,80225.0280196977,71720.1532890899,69940.887888828,66425.0646300935,56932.4371280399,44856.9860464255,34774.450884875,28125.572385309,24170.2684126402,23443.0025042639,26146.7648585007,33109.6914987457,46081.6029640947,70890.4496710912,112045.307816556,161783.34869027,184967.485278607,163475.056471279,122700.16429418,91933.4610902614,70831.3016347429,53027.2508054786,36088.8437459768,22250.3483762452,13414.5899734404,8975.38407023603,6943.6075495134,6285.73616347352,6480.79161685734,7368.02548396072,9324.96716127858,13323.8179907825,20993.696321177,32643.986474595,43984.7829273024,51289.1817835467,55990.3329658644,61793.786733402,69435.0136839839,78857.2638771949,90169.1677522653,103630.534679526,113242.276022338,114736.32299819,114391.089573746,124672.821768814,155272.354196238,208195.659205905,255149.372380011,246654.174276775,267194.777289041,237756.483884526,219957.537531742,256506.722112232,374446.69506693,541294.222246714,632695.978482201,580172.965725702,448720.998091851,312190.762078977,206121.37460452,138251.53688135,97124.0303010979,72203.9147661552,56901.3516570301,47632.4445391379,43082.3899538807,42991.9859605311,49080.1851125742,63092.1407160233,86087.119756384,117165.157448779,155125.540899,188243.23679012,193791.797358201,174930.146509683,149541.520957391,128621.189546457,114882.188856817,110878.65417466,118400.279897495,131717.634430088,149612.368479955,164755.968635167,178409.65197347,189512.886201072,195136.031772678,199179.28690582,197439.147535443,197313.103452236,196304.135736473,194037.547927422,189615.898488391,184958.455318542,182917.667722093,185693.894832094,191193.106265581,190901.624624789,182971.996624433,171035.34340407,164873.100589093,171317.570918002,191555.68535154,226358.312978022,254923.102896453,259658.686743604,244557.439399128
